genome_origin	qseqid	pident	length	evalue	bitscore	sseqid	stitle
573.53751	573.53751|accn|JAQQYX010000003_1|accn|JAQQYX010000003_1:21;size=1	100.0	32	8.54e-10	63.9	NZ_JBSDWY010000004.1	NZ_JBSDWY010000004.1 Klebsiella quasipneumoniae strain 15AR2774 plasmid p15AR2774C, whole genome shotgun sequence
573.54121	573.54121|accn|JARCNL010000003_1|accn|JARCNL010000003_1:20;size=1	100.0	30	1.33e-08	60.0	NZ_JBRAVK010000003.1	NZ_JBRAVK010000003.1 Klebsiella quasipneumoniae strain 24AR0184 plasmid p24AR0184B, whole genome shotgun sequence
573.54805	573.54805|accn|JALKZD010000007_1|accn|JALKZD010000007_1:24;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.54805	573.54805|accn|JALKZD010000007_1|accn|JALKZD010000007_1:27;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.54805	573.54805|accn|JALKZD010000007_1|accn|JALKZD010000007_1:6;size=1	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.55074	573.55074|accn|JAOCFM010000001_1|accn|JAOCFM010000001_1:12;size=1	100.0	32	8.54e-10	63.9	NZ_JBRTYI010000005.1	NZ_JBRTYI010000005.1 Klebsiella pneumoniae strain KP1 plasmid pKP1-pls4, whole genome shotgun sequence
573.55074	573.55074|accn|JAOCFM010000001_1|accn|JAOCFM010000001_1:3;size=2	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:18;size=1	87.5	56	6.52e-07	56.0	NZ_JARYHW010000002.1	NZ_JARYHW010000002.1 Staphylococcus aureus strain IT-MSSA51 plasmid unnamed, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:19;size=4	88.462	78	3.99e-15	83.8	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:21;size=2	86.585	82	9.72e-13	75.8	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:22;size=3	86.842	76	1.8e-11	71.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:23;size=2	87.129	101	3.84e-19	97.6	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.55208	573.55208|accn|JASBGZ010000004_1|accn|JASBGZ010000004_1:24;size=1	87.952	83	1.01e-15	85.7	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.55249	573.55249|accn|JALGYG010000005_1|accn|JALGYG010000005_1:7;size=1	93.333	30	0.000792	44.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.55249	573.55249|accn|JALGYG010000005_1|accn|JALGYG010000005_1:8;size=1	96.875	32	2.08e-07	56.0	NZ_JANAVU010000004.1	NZ_JANAVU010000004.1 Klebsiella quasipneumoniae strain Kpn-96 map unlocalized plasmid pn-96 4, whole genome shotgun sequence
573.55249	573.55249|accn|JALGYG010000005_1|accn|JALGYG010000005_1:9;size=1	96.875	32	2.08e-07	56.0	NZ_JAHBNL010000002.1	NZ_JAHBNL010000002.1 Klebsiella pneumoniae strain S9_CRE9 plasmid pCRE9_1, whole genome shotgun sequence
573.56318	573.56318|accn|JASERQ010000003_1|accn|JASERQ010000003_1:23;size=1	100.0	29	5.27e-08	58.0	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.56318	573.56318|accn|JASERQ010000003_1|accn|JASERQ010000003_1:31;size=1	96.296	27	0.000201	46.1	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.56318	573.56318|accn|JASERQ010000003_1|accn|JASERQ010000003_1:53;size=1	100.0	31	3.37e-09	61.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.56318	573.56318|accn|JASERQ010000003_1|accn|JASERQ010000003_1:5;size=1	100.0	30	1.33e-08	60.0	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.56451	573.56451|accn|JANGTA010000010-1_1|accn|JANGTA010000010-1_1:1;size=1	100.0	32	8.54e-10	63.9	NZ_JBRTYH010000002.1	NZ_JBRTYH010000002.1 Klebsiella pneumoniae strain KP6 plasmid pKP6-pls1, whole genome shotgun sequence
573.56459	573.56459|accn|JANGVC010000001_1|accn|JANGVC010000001_1:4;size=1	100.0	33	2.31e-10	65.9	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.56459	573.56459|accn|JANGVC010000001_1|accn|JANGVC010000001_1:5;size=1	100.0	33	2.31e-10	65.9	NZ_JBRYYQ010000003.1	NZ_JBRYYQ010000003.1 Klebsiella pneumoniae strain MBI-24-2 plasmid pMBI24-2-1, whole genome shotgun sequence
573.56996	573.56996|accn|JAUCQV010000047_1|accn|JAUCQV010000047_1:14;size=2	100.0	33	2.31e-10	65.9	NZ_JBLEVU010000003.1	NZ_JBLEVU010000003.1 Klebsiella pneumoniae strain 24105 plasmid p1_24105, whole genome shotgun sequence
573.57033	573.57033|accn|JAUDNM010000014_1|accn|JAUDNM010000014_1:12;size=1	90.323	62	7.33e-13	75.8	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.57033	573.57033|accn|JAUDNM010000014_1|accn|JAUDNM010000014_1:2;size=4	89.157	83	4.27e-18	93.7	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.57033	573.57033|accn|JAUDNM010000014_1|accn|JAUDNM010000014_1:9;size=2	89.231	65	2.9e-12	73.8	NZ_JACGYD010000002.1	NZ_JACGYD010000002.1 Staphylococcus aureus strain SA2010 map unlocalized plasmid unnamed1 NODE_2_length_467021_cov_38.538977, whole genome shotgun sequence
573.57069	573.57069|accn|JAUEIV010000001_2|accn|JAUEIV010000001_2:21;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.57069	573.57069|accn|JAUEIV010000001_2|accn|JAUEIV010000001_2:23;size=2	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.5706	573.5706|accn|FLVK01000002_2|accn|FLVK01000002_2:1;size=1	100.0	34	6.2e-11	67.9	NZ_JASISD010000003.1	NZ_JASISD010000003.1 Klebsiella pneumoniae strain CS00367 plasmid p1_CS00367, whole genome shotgun sequence
573.57273	573.57273|accn|JAULKA010000023_1|accn|JAULKA010000023_1:4;size=1	96.552	29	1.37e-05	50.1	NZ_JAVTLK010000066.1	NZ_JAVTLK010000066.1 Phytobacter diazotrophicus strain Pd1 map unlocalized plasmid unnamed66 Scaffold66, whole genome shotgun sequence
573.5799	573.5799|accn|FLXE01000016_1|accn|FLXE01000016_1:1;size=1	97.222	36	1.08e-09	63.9	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.5799	573.5799|accn|FLXE01000016_1|accn|FLXE01000016_1:3;size=1	100.0	35	1.66e-11	69.9	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.5799	573.5799|accn|FLXE01000016_1|accn|FLXE01000016_1:4;size=2	100.0	36	4.44e-12	71.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.5799	573.5799|accn|FLXE01000016_1|accn|FLXE01000016_1:6;size=3	100.0	36	4.44e-12	71.9	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.5799	573.5799|accn|FLXE01000016_1|accn|FLXE01000016_1:7;size=1	100.0	36	4.44e-12	71.9	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.5804	573.5804|accn|FLWW01000003_1|accn|FLWW01000003_1:12;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.5804	573.5804|accn|FLWW01000003_1|accn|FLWW01000003_1:17;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.5804	573.5804|accn|FLWW01000003_1|accn|FLWW01000003_1:18;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.58381	573.58381|accn|JAURSH010000009_1|accn|JAURSH010000009_1:1;size=4	86.047	129	8.509999999999999e-24	113.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.58381	573.58381|accn|JAURSH010000009_1|accn|JAURSH010000009_1:22;size=1	89.231	65	2.78e-12	73.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.58381	573.58381|accn|JAURSH010000009_1|accn|JAURSH010000009_1:5;size=9	85.417	96	9.58e-14	79.8	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.58381	573.58381|accn|JAURSH010000009_1|accn|JAURSH010000009_1:6;size=2	85.227	88	2.06e-11	71.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.58381	573.58381|accn|JAURSH010000009_1|accn|JAURSH010000009_1:7;size=5	85.149	101	2.01e-14	81.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.58458	573.58458|accn|JASSVJ010000001_1|accn|JASSVJ010000001_1:37;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.58487	573.58487|accn|JAOUTS010000001_2|accn|JAOUTS010000001_2:7;size=1	100.0	33	2.31e-10	65.9	NZ_LZCZ01000002.1	NZ_LZCZ01000002.1 Klebsiella pneumoniae strain 196 map unlocalized plasmid unnamed1 Plasmid_1_Contig_2, whole genome shotgun sequence
573.58939	573.58939|accn|JAQARL010000002_1|accn|JAQARL010000002_1:5;size=1	91.489	47	8.55e-09	61.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.58965	573.58965|accn|JAQASP010000019_1|accn|JAQASP010000019_1:12;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.58965	573.58965|accn|JAQASP010000019_1|accn|JAQASP010000019_1:19;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.58965	573.58965|accn|JAQASP010000019_1|accn|JAQASP010000019_1:22;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHG010000002.1	NZ_JBSQHG010000002.1 Klebsiella grimontii strain L15 map unlocalized plasmid unnamed contig_2, whole genome shotgun sequence
573.58965	573.58965|accn|JAQASP010000019_1|accn|JAQASP010000019_1:23;size=1	96.875	32	2.08e-07	56.0	NZ_JARXZG010000002.1	NZ_JARXZG010000002.1 Enterobacter cloacae strain ST1 plasmid pECC011a, whole genome shotgun sequence
573.58965	573.58965|accn|JAQASP010000019_1|accn|JAQASP010000019_1:2;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:13;size=2	88.462	78	4.11e-15	83.8	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:15;size=3	86.275	102	2.14e-17	91.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:17;size=4	85.321	109	8.95e-17	89.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:1;size=2	89.796	49	1.09e-07	58.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:20;size=1	87.952	83	1.32e-15	85.7	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:21;size=1	87.302	63	1.24e-08	61.9	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:24;size=1	90.141	71	1.04e-15	85.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:25;size=1	91.429	35	0.000334	46.1	NZ_JBFRBT010000181.1	NZ_JBFRBT010000181.1 Staphylococcus aureus strain SA_D1S_OM_E map unlocalized plasmid unnamed2 k141_202, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:29;size=3	85.915	71	1.51e-08	61.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:32;size=1	87.879	66	1.79e-10	67.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:33;size=1	86.275	102	1.29e-15	85.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:34;size=1	89.394	66	7.33e-13	75.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:37;size=4	85.047	107	1.58e-15	85.7	NZ_JARYHX010000005.1	NZ_JARYHX010000005.1 Staphylococcus aureus strain GE-MSSA39 plasmid unnamed3, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:39;size=2	89.13	92	5.6200000000000006e-21	103.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:43;size=3	87.879	66	1.79e-10	67.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:46;size=2	86.726	113	2.01e-21	105.0	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:49;size=1	86.555	119	1.16e-22	109.0	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:4;size=2	89.394	66	7.33e-13	75.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:50;size=3	86.458	96	3.34e-16	87.7	NZ_JARYIE010000002.1	NZ_JARYIE010000002.1 Staphylococcus aureus strain GE-MRSA14 plasmid unnamed, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:51;size=4	87.129	101	3.92e-19	97.6	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:53;size=4	85.156	128	7.94e-21	103.0	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.59059	573.59059|accn|JAVLVI010000001_1|accn|JAVLVI010000001_1:54;size=4	87.5	120	1.3399999999999999e-25	119.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.62332	573.62332|accn|DAMADE010000003_1|accn|DAMADE010000003_1:23;size=1	93.75	32	5.08e-05	48.1	NZ_JBRNIO010000002.1	NZ_JBRNIO010000002.1 Escherichia coli strain MB06101 plasmid pMB06101_contig_2, whole genome shotgun sequence
573.62332	573.62332|accn|DAMADE010000003_1|accn|DAMADE010000003_1:36;size=1	100.0	32	8.54e-10	63.9	NZ_JBRZFH010000002.1	NZ_JBRZFH010000002.1 Enterobacter hormaechei strain EB00218 plasmid p36_EB00218_2, whole genome shotgun sequence
573.62332	573.62332|accn|DAMADE010000003_1|accn|DAMADE010000003_1:49;size=1	96.875	32	2.08e-07	56.0	NZ_JBSMIW010000004.1	NZ_JBSMIW010000004.1 Enterobacter roggenkampii strain SW-227 plasmid p3, whole genome shotgun sequence
573.62332	573.62332|accn|DAMADE010000003_1|accn|DAMADE010000003_1:52;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.62375	573.62375|accn|JANKYK010000024_3|accn|JANKYK010000024_3:14;size=1	100.0	38	3.14e-13	75.8	NZ_JBRYHH010000001.1	NZ_JBRYHH010000001.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p1, whole genome shotgun sequence
573.62375	573.62375|accn|JANKYK010000024_3|accn|JANKYK010000024_3:18;size=2	100.0	39	8.33e-14	77.8	NZ_JBRYHH010000001.1	NZ_JBRYHH010000001.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p1, whole genome shotgun sequence
573.62375	573.62375|accn|JANKYK010000024_3|accn|JANKYK010000024_3:8;size=1	100.0	38	3.14e-13	75.8	NZ_JBRYHH010000001.1	NZ_JBRYHH010000001.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p1, whole genome shotgun sequence
573.63193	573.63193|accn|JAWOXC010000013_1|accn|JAWOXC010000013_1:10;size=2	100.0	33	2.31e-10	65.9	NZ_JAFHLI010000007.1	NZ_JAFHLI010000007.1 Klebsiella pneumoniae strain KP-17Pi plasmid pKP-17PI_HIB-FIB, whole genome shotgun sequence
573.63193	573.63193|accn|JAWOXC010000013_1|accn|JAWOXC010000013_1:11;size=2	100.0	33	2.31e-10	65.9	NZ_JAFHLI010000007.1	NZ_JAFHLI010000007.1 Klebsiella pneumoniae strain KP-17Pi plasmid pKP-17PI_HIB-FIB, whole genome shotgun sequence
573.63193	573.63193|accn|JAWOXC010000013_1|accn|JAWOXC010000013_1:7;size=2	100.0	33	2.31e-10	65.9	NZ_JAFHLI010000007.1	NZ_JAFHLI010000007.1 Klebsiella pneumoniae strain KP-17Pi plasmid pKP-17PI_HIB-FIB, whole genome shotgun sequence
573.63287	573.63287|accn|JAVKOT010000001_1|accn|JAVKOT010000001_1:2;size=1	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.63391	573.63391|accn|JAWUBT010000010_3|accn|JAWUBT010000010_3:1;size=1	100.0	33	2.31e-10	65.9	NZ_JBSPSN010000002.1	NZ_JBSPSN010000002.1 Edwardsiella tarda strain E24.7 plasmid pE24.7-1, whole genome shotgun sequence
573.63949	573.63949|accn|JAXACE010000001_1|accn|JAXACE010000001_1:6;size=2	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.63949	573.63949|accn|JAXACE010000001_2|accn|JAXACE010000001_2:3;size=1	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64014	573.64014|accn|JAWRKP010000001_1|accn|JAWRKP010000001_1:5;size=1	100.0	30	1.42e-08	60.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:10;size=1	100.0	26	3.25e-06	52.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:16;size=1	100.0	32	8.54e-10	63.9	NZ_JBROXS010000005.1	NZ_JBROXS010000005.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed4, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:18;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:23;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:25;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.64478	573.64478|accn|JAWWLH010000003_1|accn|JAWWLH010000003_1:5;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64701	573.64701|accn|JALKQB010000003_1|accn|JALKQB010000003_1:10;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.64701	573.64701|accn|JALKQB010000003_1|accn|JALKQB010000003_1:11;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
